Data,label
"Bagusnya pe andingan Indonesia Vs Argentina diadakan tanggal 12 Juni 2023, be epatan dengan Final Piala Dunia U20  Jadi setelah melihat pe andingan Indonesia VS Argentina, kita akan melihat keberhasilan Argentina sebagai Tuan Rumah Piala Dunia U20  Kren kan?",positive
"Piala Dunia U20 edisi 2023 menghadirkan sebuah dongeng yang cukup menarik, dengan Timnas Israel U-20 sebagai protagonis",positive
Piala Dunia U-20: Uruguay dan Korea Selatan Lolos ke Semifinal,positive
" idextratime Uruguay vs Italia, terus Italia Juara Piala Dunia U20 ",negative
"Imbas dari kerusuhan yang terjadi di Kanjuruhan, Piala dunia u20 tak jadi digelar di Indonesia #GanjarPilihanTepatNKRI Senin APA ITU BRO Zlatan Pendekar Jogja Aku Milikmu Alan Walker ",positive
Efek Kanjuruhan menjadi alasan pembatalan Pegelaran piala dunia u20 #GanjarPilihanTepatNKRI Senin APA ITU BRO Zlatan Pendekar Jogja Aku Milikmu Alan Walker ,positive
Indonesia Dicoret menjadi tuan rumah piala dunia u20 imbas kerusuhan yang terjadi di Kanjuruhan ,positive
Tragedi Kerusuhan Supo er menjadi alasan Indonesia belum siap menggelar piala dunia u20 #GanjarPilihanTepatNKRI Senin APA ITU BRO Zlatan Pendekar Jogja Aku Milikmu Alan Walker ,positive
Kejadian Kelam Kanjuruhan menjadi Faktor FIFA mencabut status tuan rumah indonesia di Gelaran Piala Dunia u20 #GanjarPilihanTepatNKRI Senin APA ITU BRO Zlatan Pendekar Jogja Aku Milikmu Alan Walker https://t co/Na9nz3AHNR,positive
"Jadwal Semifinal Piala Dunia U20 dan Daftar Tim yang Lolos, Cek Lawan Korea Selatan Usai Kalahkan Nigeria ",positive
 ChelseaNewsID  FabrizioRomano Its okay kalo ga dapet toh kita masih punya casedei dan andre santos   yg main nya lagi bagus di piala dunia u20 jadi maksimalkan dulu gelandang muda kita  ga harus memaksakan pemain yg overprice belajar dari sebelumnya dari pada nanti kena ffp,positive
"Buat yang ikut rame2 piala dunia U20 kemarin, sekarang yang di Argentina udah masuk fase apa ya?",positive
"Jadwal Semifinal Piala Dunia U20 2023: Uruguay Vs Israel, Italia Vs Korsel ",positive
Sebab Kegemilangan Timnas Israel di Piala Dunia U20 dan Acuan untuk Indonesia ,positive
Bagan semifinal Piala Dunia U20 ,positive
"waktu itu pak Prabowo belum melihat siapa pak JOKOWI YG SEBENARNYA 
ditangan beliau tidak ada yang mustahil  kecuali menjadi host piala dunia U20  yang lain selalu menuai kesuksesan ",positive
" ruhutsitompul Yg paling diingat dari GP, Piala Dunia U20 ",positive
Sebab Kegemilangan Timnas Israel di Piala Dunia U20 dan Acuan untuk Indonesia,positive
ir Kalo cm bikin acara spt itu bukanlah sesuatu yg hrs d banggakan   sy kira sesuatu yg biasa dan wajar  sm spt didaerah yg melaksanakn piala dunia u20 kmrin yg batal cm sekelas walikota juga bs  melakukan  ,positive
Korea Selatan Mengagumkan dan Uruguay Lolos ke Semi Final Piala Dunia U20,negative
"Hasil Piala Dunia U20 2023: Korsel Melaju Terus, Final di Depan Mata",negative
"Uruguay dan Korsel lolos Semifinal Piala Dunia U20  
",positive
Korea Selatan U20 berhasil lolos ke babak Semifinal Piala Dunia U20 setelah kandaskan Nigeria U20 lewat babak Extra time ,positive
" fahmimudzakir  MafiaWasit Israel baru jagonya edisi ini, ini juga pe ama kalinya Israel lolos di piala dunia U20 ",positive
" yuriandyMP  MafiaWasit Israel baru jagonya edisi ini, ini juga pe ama kalinya Israel lolos di piala dunia U20 ",positive
" vincentravelino  MafiaWasit Israel baru jagonya edisi ini, ini juga pe ama kalinya Israel lolos di piala dunia U20 ",positive
 SantorinisSun Gagal nya jadi host piala dunia U20,positive
"menurutku, jokowi akan lebih mendukung prabowo sebagai penerusnya karna udah 5 tahun kerja bareng  jokowi juga kecewa sama ganjar garagara piala dunia u20 gajadi, tapi jokowi gabisa apa apa harus nurut sama megawati…",positive
"Terimakasih lah kepada Anies Baswedan yang sudah susah payah berhasil membawa ajang Formula E ke Indonesia  
Keliatan kan capres mana yg berprestasi, Anies berhasil membawa formula E ke aindonesia dan Ganjar berhasil batalkan piala dunia u20 di Indonesia!",positive
" hery_only  gibran_tweet Biar persiapan piala dunia u20 kemaren gak mubazir    daripada nunjuk kota lain & jadi perlu persiapan dari awal, mending yg sebelumnya udah sangat siap yg jalanin ",positive
israel yang ditolak indo for piala dunia u20 sekarang so maso semi final btw wkwk,positive
" ganjarpranowo Pak, nobar semifinal piala Dunia U20 yukk  ",positive
"Sudah mulai menuju babak penetuan nih, siapa tim yang bakal meraih juara pada edisi Piala Dunia U20 2023? ",positive
 gibran_tweet Tak kiro piala dunia u20,positive
Piala Dunia FIFA U20 mana siak nak tengok  err,positive
" garagarabola_ Keputusan yang bener piala dunia u20 ga jadi maen di indonesia, kan ga lucu nnt kalo suppo er negara lain ga diizinin buat away ke indonesia",positive
"Ditolak Ganjar  ganjarpranowo dan  PDI_Perjuangan, Israel melaju ke semifinal piala dunia FIFA U20 di Argentina",positive
FIFA Resmi Mencoret Indonesia sebagai Tuan Rumah Piala Dunia U20 akibat Insiden Kanjuruhan  ,positive
" FIFA Resmi Mencoret Indonesia sebagai Tuan Rumah Piala Dunia U20 akibat Insiden Kanjuruhan  
",positive
"Indonesia Dicoret Sebagai Tuan Rumah Piala Dunia U20 oleh FIFA Akibat Kerusuhan di Kanjuruhan  
",positive
"Insiden Kanjuruhan yang belum selesai Jadi Penyebab Indonesia Gagal Menjadi Tuan Rumah Piala Dunia U20  
",positive
Musibah Kanjuruhan Berimbas pada Pembatalan Piala Dunia U20 di Indonesia oleh FIFA ,positive
"FIFA Tetapkan Insiden Kanjuruhan Sebagai penyebab Pembatalan Piala Dunia U20 di Indonesia  
",positive
"FIFA Resmi Mencoret Indonesia sebagai Tuan Rumah Piala Dunia U20 akibat Insiden Kanjuruhan  
",positive
FIFA Resmi Mencoret Indonesia sebagai Tuan Rumah Piala Dunia U20 akibat Insiden Kanjuruhan  ,positive
"FIFA Tetapkan Insiden Kanjuruhan Sebagai penyebab Pembatalan Piala Dunia U20 di Indonesia  
",positive
"Musibah Kanjuruhan Berimbas pada Pembatalan Piala Dunia U20 di Indonesia oleh FIFA  
",positive
"Insiden Kanjuruhan yang belum selesai Jadi Penyebab Indonesia Gagal Menjadi Tuan Rumah Piala Dunia U20  
",positive
"Indonesia Dicoret Sebagai Tuan Rumah Piala Dunia U20 oleh FIFA Akibat Kerusuhan di Kanjuruhan  
",positive
"Negara yg di tolak main di Piala Dunia U20 yg seharusnya main Di Indonesia,  nanti main di Semifinal Piala Dunia  Lahh Indonesia masih ngeributin konser Coldplay di SUGBK 
Beda Kelassss",positive
Semoga para nazisme & yg rasis tdk kejang kejang  lihat Timnas Israel lolos ke Perempat Final Piala Dunia u20  Semoga  ga…,positive
"Lagi scroll youtube nyari pe andingan world cup U20  Tiba2 ada video clip glorious  Kepikiran bangga banget ga ya orang tuanya ngomong ke tetangga ""bu liat piala dunia U20, itu anak saya yang bikin soundtracknya""  Jadi sedih mengingat selama ini cuma jadi beban",positive
"Team U20 Israel Tuhan berkati lolos Semi Final,stlh kalahkan Team Kuat Brazil,Puji Tuhan,pasti Tuhan Yesus jdkan Juara 1 
",positive
   sabhatansabiz: Israel dan Italia amankan satu tempat di semifinal Piala Dunia U20,positive
Israel dan Italia amankan satu tempat di semifinal Piala Dunia U20,positive
"Israel lolos ke semifinal piala dunia u20, eh netijen indonesia pada kepanasan wkwkwkwkwkwk",positive
"Paltiwest Gw dukung ISRAEL juara Piala Dunia U20, Biar para wiro sableng 212 kejang2",positive
Semoga para nazisme & yg rasis tdk kejang kejang  lihat Timnas Israel lolos ke Perempat Final Piala Dunia u20  Semoga  ga…,positive
Tragedi kanjuruhan penyebab batalnya piala dunia U20 di indonesia ,positive
"   aewin86: Piala Dunia U-20: Taklukkan Brasil, Israel ke Semifinal ",positive
"Piala Dunia U20 gagal dadi Tuan Rumah,nyalahno irsael!Padahal kenopo??? Hayolhoo
",positive
"Piala dunia U20 batal di gelar,imbas kerusuhan kanjuruhan ",positive
   Tita83079013: Semoga para nazisme & yg rasis tdk kejang kejang  lihat Timnas Israel lolos ke Perempat Final Piala Dunia u20  Semoga  ga…,positive
   dreamoverbaby: ya kalau liat begini mah pantes aja untung aja FIFA copot Indonesia jadi tuan rumah piala dunia U20,positive
Kayknya Israel bakal bikin ucapan terimakasih kepada Ganjar dan PDIP  Terusir dari Indonesia mereka malah masuk semifinal piala dunia u20 yg ahirnya digelar di Argentina Mungkin klo main di Indonesia Israel gak lolos grup kalau ketemu Hokky Caraka,positive
" kali bermain di kompetisi Piala Dunia U20, Israel berhasil mengalahkan Brasil dengan skor 3-…",positive
Semoga para nazisme & yg rasis tdk kejang kejang  lihat Timnas Israel lolos ke Perempat Final Piala Dunia u20  Semoga  ga…,positive
"kali bermain di kompetisi Piala Dunia U20, Israel berhasil mengalahkan Brasil dengan skor 3-…",positive
makin dikucilkan makin jadi dan brasil pun tumbang    adeuh jangan sampai juara ya     ntar kadrun makin  nyinyir     pssi piala dunia u20,positive
   Tita83079013: Semoga para nazisme & yg rasis tdk kejang kejang  lihat Timnas Israel lolos ke Perempat Final Piala Dunia u20  Semoga  ga…,positive
   Tita83079013: Semoga para nazisme & yg rasis tdk kejang kejang  lihat Timnas Israel lolos ke Perempat Final Piala Dunia u20  Semoga  ga…,positive
"Piala Dunia U20 gagal dadi Tuan Rumah,nyalahno irsael!Padahal kenopo??? Hayolhoo",positive
Israel membuat kejutan dengan mengalahkan Brasil di perempat final Piala Dunia U20 ,positive
Israel mendepak  Brasil untuk mengamankan tiket ke semifinal  Piala Dunia U20 2023,positive
"Brasil Jadi Korban, Kejutan Israel Berlanjut di 8 Besar Piala Dunia U2",positive
   Tita83079013: Semoga para nazisme & yg rasis tdk kejang kejang  lihat Timnas Israel lolos ke Perempat Final Piala Dunia u20  Semoga  ga…,positive
" Andrysimp  Enifega_26  idextratime Entahlah aku bingung yang bagus di piala dunia U20 negara mana soalnya tim besar di piala dunia senior pun,kalau di U20 bisa kalah sama negara yang gak pernah masuk piala dunia senior",positive
"Nggak heran sih kalo di Piala Dunia U20 hampir selalu ada tim kejutan di tiap edisinya, ya untuk edisi 2023 ini ya Isra…",positive
   Tita83079013: Semoga para nazisme & yg rasis tdk kejang kejang  lihat Timnas Israel lolos ke Perempat Final Piala Dunia u20  Semoga  ga…,positive
"kali bermain di kompetisi Piala Dunia U20, Israel berhasil mengalahkan Brasil dengan skor 3-…",positive
   bolacomID: Timnas Israel U-20 dan Italia U-20 menjadi dua tim pe ama yang memastikan diri melangkah ke semifinal Piala Dunia U-20 2023…,positive
"Timnas Israel U-20 dan Italia U-20 menjadi dua tim pe ama yang memastikan diri melangkah ke semifinal Piala Dunia U-20 2023, berikut hasil Piala Dunia U20 2023",positive
FIFA Resmi Mencoret Indonesia sebagai Tuan Rumah Piala Dunia U20 akibat Insiden Kanjuruhan ,positive
FIFA Tetapkan Insiden Kanjuruhan Sebagai penyebab Pembatalan Piala Dunia U20 di Indonesia ,positive
Musibah Kanjuruhan Berimbas pada Pembatalan Piala Dunia U20 di Indonesia oleh FIFA ,positive
Insiden Kanjuruhan yang belum selesai Jadi Penyebab Indonesia Gagal Menjadi Tuan Rumah Piala Dunia U20  ,positive
Indonesia Dicoret Sebagai Tuan Rumah Piala Dunia U20 oleh FIFA Akibat Kerusuhan di Kanjuruhan ,positive
FIFA Resmi Mencoret Indonesia sebagai Tuan Rumah Piala Dunia U20 akibat Insiden Kanjuruhan ,positive
FIFA Tetapkan Insiden Kanjuruhan Sebagai penyebab Pembatalan Piala Dunia U20 di Indonesia ,positive
Musibah Kanjuruhan Berimbas pada Pembatalan Piala Dunia U20 di Indonesia oleh FIFA ,positive
Insiden Kanjuruhan yang belum selesai Jadi Penyebab Indonesia Gagal Menjadi Tuan Rumah Piala Dunia U20 ,positive
Indonesia Dicoret Sebagai Tuan Rumah Piala Dunia U20 oleh FIFA Akibat Kerusuhan di Kanjuruhan ,positive
Cocok udah piala dunia u20 gk jadi di indonesia Apa gk makin demo tu orang2 liat israel ngalahin brazil terus lolos semifinal ,positive
"Mengulas Kembali Perjalanan Korsel, Harapan Terakhir Wakil Asia di Piala Dunia U-20",positive
Semoga para nazisme & yg rasis tdk kejang kejang  lihat Timnas Israel lolos ke Perempat Final Piala Dunia u20  Semoga  ga…,positive
Semoga para nazisme & yg rasis tdk kejang kejang  lihat Timnas Israel lolos ke Perempat Final Piala Dunia u20  Semoga  ganjarpranowo baca ini,positive
"Gw dukung ISRAEL juara Piala Dunia U20, Biar para wiro sableng 212 kejang2 ",positive
"kali bermain di kompetisi Piala Dunia U20, Israel berhasil mengalahkan Brasil dengan skor 3-…",positive
"kali bermain di kompetisi Piala Dunia U20, Israel berhasil mengalahkan Brasil dengan skor 3-…",positive
FIFA Resmi Mencoret Indonesia sebagai Tuan Rumah Piala Dunia U20 akibat Insiden Kanjuruhan ,positive
FIFA Tetapkan Insiden Kanjuruhan Sebagai penyebab Pembatalan Piala Dunia U20 di Indonesia ,positive
Musibah Kanjuruhan Berimbas pada Pembatalan Piala Dunia U20 di Indonesia oleh FIFA ,positive
Insiden Kanjuruhan yang belum selesai Jadi Penyebab Indonesia Gagal Menjadi Tuan Rumah Piala Dunia U20  ,positive
Indonesia Dicoret Sebagai Tuan Rumah Piala Dunia U20 oleh FIFA Akibat Kerusuhan di Kanjuruhan ,positive
Untuk highlight bisa ke sini ya,positive
"kali bermain di kompetisi Piala Dunia U20, Israel berhasil mengalahkan Brasil dengan skor 3-…",positive
"Untuk highlight bisa ke sini ya 🙌🏻
https://t co/Rs6HQndf7d",positive
"kali bermain di kompetisi Piala Dunia U20, Israel berhasil mengalahkan Brasil dengan skor 3-2 di perempat final Piala Dunia U20 
",positive
" idextratime Israelnya ke semifinal piala dunia, u20 kita sibuk main tarkam hehe",positive
" BonekMenur1927: Piala Dunia U20 gagal dadi Tuan Rumah,nyalahno irsael! Padahal kenopo??? Hayolhoo 
",positive
"Piala Dunia U20 gagal dadi Tuan Rumah,nyalahno irsael!
Padahal kenopo??? Hayolhoo",positive
"   Syafira2010:  Paltiwest Bera i sudah benar keputusan membatalkan pildun u20 , meskipun tidak seheboh piala dunia senior , tapi membaya…",positive
"   aewin86: Piala Dunia U-20: Taklukkan Brasil, Israel ke Semifinal",positive
" Paltiwest Bera i sudah benar keputusan membatalkan pildun u20 , meskipun tidak seheboh piala dunia senior , tapi membayangkan semi   final dan final u20 di gbk asli deg degan campur seru dan mencekam",positive
"   aewin86: Piala Dunia U-20: Taklukkan Brasil, Israel ke Semifinal ",positive
Israel ngeri lolos semifinal piala dunia U20 kalahin Brazil ,positive
"Wih israel u20 masuk semifinal piala dunia, coba kalo kemarin tu turnamen jadi di Indonesia ",positive
"   akmalmarhali: Tadinya mau nonton Indonesia vs Nigeria di Piala Dunia U20  Tapi, lupa ternyata  FIFAWorldCup U20  FIFAcom pindah ke Arge…",positive
 ganjarpranowo Pak israel lolos ke semifinal piala dunia U20 lho pak     Oh ya Palestina udah merdeka belom pak??,positive
"Piala Dunia U20: Israel Singkirkan Brasil, Segel Tiket Semifinal",positive
"Wah ini kalo sampai lolos final saja pasti headline nya bakal mempermalukan Indonesia  Sudah bisa membayangkan judulnya Sebelumnya ditolak di Indonesia, timnas Israel mencapai final Piala Dunia U20!""
",positive
Selamat buat Israel melaju ke Semi Final Piala Dunia U20 setelah mengalahkan Brazil 3-2    Bravo Israel   ,positive
"Brasil Jadi Korban, Kejutan Israel Berlanjut di 8 Besar Piala Dunia U20",positive
" ganjarpranowo Sekedar info Pak ganjar,Israel lolos Semifinal Piala dunia U20,Tanggapannya Dong Pak ganjar?",positive
"Berikut top skor  , remaja asal Italia memuncakki gelar ini untuk sementara waktu 🇮🇹",positive
Italia Hajar Kolombia 3-1 dan Melaju ke Semifinal Piala Dunia U20,positive
" MafiaWasit Alhamdulillah ga main di Indonesia, gara gara gagal nyelenggarain piala Dunia u20 yg ada israelnya kita dapat keberkahan jadi juara sea games edisi 2023",positive
"MENGEJUTKAN tim Israel kalahkan Brasil 3-2 dalam ajang FIFA U20, melaju ke semifinal ajang Piala Dunia ",positive
"gbk ramai bgt, pendukung Indonesia udah mulai antri tiket semifinal Piala Dunia U20 gaes",positive
Italia Hajar Kolombia 3-1 dan Melaju ke Semifinal Piala Dunia U20,positive
Beruntung Piala Dunia U20 gak jadi di Indonesia  Kalo pada tau timnas U20 Israel sejago ini sampe Semifinal makin bikin panas dingin,positive
"Nggak heran sih kalo di Piala Dunia U20 Hampir selalu ada tim kejutan di tiap edisinya, ya untuk edisi 2023 ini ya Isra…",positive
"Israel Kejutkan Piala Dunia U20, Baru Pe ama Kali Tampil di Turnamen Ini Lolos Semifinal Kalahkan Brasil",positive
Ditolak Indonesia Timnas Israel U20 Buat Sejarah di Piala Dunia U20 Argentina lewat  YouTube,positive
Antara capres  menggagalkan piala Dunia U20 Dan terlibat pelanggaran HAM yg udah 27 tahun kasusnya nggak selesai 2 ,positive
"Untung Indonesia batal jadi tuan rumah Piala Dunia U20    Rombongan kadrun pasti ga bisa tidur melihat kiprah tim Israel ini   

 Paltiwest https://t co/atMouRBZ88",positive
 Dwi1975  durmawel89  MafiaWasit  ganjarpranowo Sudah2 tenang iya sudah move on cuma yg gk enak itu tinggal hitungan bulan apa hri trs gk jd itu yg bikin lucu dan mau gak ada israel di piala dunia u20   fifa jelas gak mau nuruti Indonesialah secara kualitas dia teruji lolos kualifikasi zona eropa   sudahlah kita bersatu aja,positive
Israel Singkirkan Brasil dan Melenggang ke Semifinal Piala Dunia U20,positive
" ganjarpranowo Kkb,kanjuruhan dll?  Gmna?  Pas batal piala dunia u20 gmna?",positive
"Kalahkan Brazil 3-2, Israel U20 Temani Italia ke Semifinal ",positive
"Timnas israel u20 lolos semifinal piala dunia junior    timnas u21  lolos putaran final euro ( 16 tim ),timnas u19 hampir lolos ptran final juga ( 8 tim )   jgn2 kita perlu belajar dr federasi mrka soal pembinaan tim muda   bukan ke tim2 tradisional dunia   ",positive
"Eh gataunya tim Israel U20 malah jadi kuda hitam dan melangkah jauh di Piala Dunia U20 2023 
",positive
Ya ampun Israel  🇮🇱 lolos ke semifinal Piala Dunia U20  Kebayang ya kalo tetep diadakan di Indonesia,positive
"Hasil Bola Malam Tadi, Ada Messi PSG Keok, Italia-Israel ke Semifinal Piala Dunia U20, Liga Italia",positive
 kompascom Piala Dunia U20 bukan olahraga apah?,positive
"Mantabb zionis   lolos SF WC U20 2023  Kalo jd main di indonesia, ini tim zionis ttp lolos gak yah?? 
",positive
Italia Bisa Jumpa Nigeria (Lagi) di Semifinal Piala Dunia U20,positive
"Piala Dunia U-20: Taklukkan Brasil, Israel ke Semifinal",positive
   kompascom: Israel melanjutkan kejutan dengan mendepak Brasil  Italia lalu menyusul Israel ke semifinal Piala Dunia U20 2023 ,positive
"Israel dan Italia jadi dua tim pe ama yang lolos Piala Dunia U20 

Komentarnya Skorer!

#BreakingSkor #WorldCupU20 https://t co/sMPDKG0dQw",positive
"   Beritasatu: Piala Dunia U-20: Taklukkan Brasil, Israel ke Semifinal ",positive
"   Beritasatu: Piala Dunia U-20: Taklukkan Brasil, Israel ke Semifinal ",positive
Israel melanjutkan kejutan dengan mendepak Brasil  Italia lalu menyusul Israel ke semifinal Piala Dunia U20 2023 usai menyingkirkan Kolombia  ,positive
"Timnas U20 Israel kalahkan Brasil tuk melaju ke semifinal Piala Dunia U-20 2023 yang dimainkan di Argentina 

Gak kebayang kalau turnamen tetap digelar di Indonesia  Apalagi Israel bisa sampai ke final dan juara ",positive
" WagimanDeep212_ Israel masuk semi pinal, brasil yang 5x juara kalah  emang panteslah Israel maen di piala dunia U20",positive
"Piala Dunia U-20: Taklukkan Brasil, Israel ke Semifinal ",positive
"Result Brasil vs Israel, Italia vs Kolombia FIFA U20 World Cup 2023 Piala Dunia U20",negative
"Hasil Lengkap Piala Dunia U20 2023: Depak Brasil, Israel Ditemani Italia Lolos Semifinal",positive
Israel tembus semifinal Piala Dunia U2,positive
Nggak heran sih kalo di Piala Dunia U20,positive
"Brasil Jadi Korban, Kejutan Israel Belanjut di 8 Besar Piala Dunia U20",positive
Juara Piala dunia u20 ini mahh,positive
"Link Live Streaming Kolombia vs Italia Siaran Langsung Piala Dunia U20,",positive
"Link Live Streaming Kolombia vs Italia Siaran Langsung Piala Dunia U20,",positive
8 besar piala dunia u20 https://t co/bHFdTJu2t1,positive
"Hasil Piala Dunia U20 2023: Israel Kalahkan Brasil 3-2, Ukir Sejarah Lolos Semifinal ",positive
Israel masuk demi final piala dunia u20  tumbangkan brasil 3-2,positive
"MUI itu fungsinya apa? 
Beberapa waktu lalu nguurusi piala Dunia U20, sekarang ngurusi pencapresan  
Kurang kerjaan?",positive
" ganjarpranowo Peristiwa Kanjungruhan, Piala Dunia U20  Bapak belajar apa?",positive
Banyak kejutan dalam Piala Dunia Usia 20 th di Argentina  Argentina tersingkir di tangan Nigeria  Akankah Brasil juga akan tersingkir ditangan Israel Wait,positive
"Live Hasil Kolombia vs Italia Babak 8 Besar Piala Dunia U20, Pentuan Tiket ke Semifinal!
 
https://t co/PaBygfpFzJ lewat  tribunpontianak",positive
"Live Hasil Israel vs Brasil Perempat Final Piala Dunia U20, Kick-off Dinihari ini Pukul 00 30 WIB
",negative
Tim debutan Israel akan menantang Brasil di babak delapan besar Piala Dunia U-20  Apakah kejutan mereka berlanjut? ,positive
" geloraco Dia berjasa deal dg petinggi formula E tingkat dunia, sbg dipercaya menyelenggarakan turnamen formula E, beda piala Dunia u20, sdh dikasih kesempatan sbg tuan rumah malah dibatalin dg menolak timnas israel u 20 koster dan ganjar, herannya presidennya malah supo  sng capres ",positive
" manaluhotasi  Miduk17 Maksud ente, ustadz dan gerombolan idhiot yg ngancem pemain Israel kalo datang ke indo utk piala dunia U20?",positive
 Gak kerasa udah Qua er Finals aja ini Piala Dunia U20 Jadi kira-kira Israel yang tak terduga ini bisa mengalahkan Brazi…,positive
" Lanjutttt keseruang Qua er Finals Piala Dunia U20

Saksikan serunya pe andingan antara Kolombia dengan Italia",positive
Gak kerasa udah Qua er Finals aja ini Piala Dunia U20 Jadi kira-kira Israel yang tak terduga ini bisa mengalahkan Braz,positive
Lanjutttt keseruang Qua er Finals Piala Dunia U20 Saksikan serunya pe andingan antara Kolombia dengan Italia  Mingg,positive
Lanjutttt keseruang Qua er Finals Piala Dunia U20 Saksikan serunya pe andingan antara Kolombia dengan Italia  Minggu,positive
Lanjutttt keseruang Qua er Finals Piala Dunia U20,positive
"Gak kerasa udah Qua er Finals aja ini Piala Dunia U20
",positive
"Gak kerasa udah Qua er Finals aja ini Piala Dunia U20 Jadi kira-kira Israel yang tak terduga ini bisa mengalahkan Brazil yang OP itu gak? Atau malah sebaliknya? Saksikan besok dini hari Minggu, 04 Juni 2023 pukul 00 15 WIB",positive
Semoga tembus Juara Piala Dunia U20 untuk pe ama kalinya,positive
 FaizinYasin  _tomasowa  __AnakKolong  ganjarpranowo  prabowo  gibran_tweet Tapi urusan piala dunia dan olahraga bukan urusan gubernur   Pembangkangan Inpres tentang Pildun U20  oleh Gubernur sebagai  itu asal PDIPeh maknanya apah?  Coba km jawab dalam konteks ketatanegaraan ,positive
" TMidn_news  pt_lib Kejadian Kanjuruhan juga sama gaada supo er tamu tapi 135++ meninggal loh ?? Padahal beberapa bulan mau piala dunia u20

Ini beberapa Minggu lagi lawan Argentina??",positive
"Juara Piala Dunia U20 Tahun 2023, Brasil sebagai ""Kandidat Kuat""",negative
"Gak punya hati, selalu pencitraan di media sosial tapi gak mendukung anak bangsa bermain bola sekelas pildun U-20",positive
Mantap pak ganjar dan gubernur bali salut buat kalian  Moga Allah mershmati mu ,positive
"Hukumannya adalah di pidana karna sdh merugikan,mempermalukan,bahkan menyakiti rakyat Indonesia",positive
Semangat ya sayang jangan cemas tetap lah berjuang berlatihlah dengan sungguh sungguh,positive
"Tetap semangat timnas , itulah negara kita",positive
Bagi rakyat Indonesia harus mencoret PDIP atau Ganjar di THN 2024 harus di ingat bagi rakyat Indonesia,positive
Saya sebagai pendukung timnas sangat sedih  Smngt untuk timnas u- 20,positive
   SAYA YAKIN PENOLAKAN  Bapak berdua tidaklah sia - sia  Bravo Bapak Ganjar & Bapak Wayan  karena Pemimpin yg sebenarnya adalah orang yg di benci bukan di puji,positive
Semangat adek2ku squad garuda muda   ayo bangkit dan kejar mimpi2 kalian,positive
Hancurlah perjuangan2 timnas u20  dan hacurkan nama indonesia di mata dunia    Akan kah di biarkan  orang2 yang jadi penyebabnya ?  Harusnya hukum be idak tegas,positive
Gagalnya Indonesia menjadi tuan rumah piala Dunia U 20 hrs ada pe anggung jawabannya,positive
"Sedih sekali melihat anak anak timnas, mereka sudah berjuang dgn berlatih yg sangat keras, kami hanya bisa menangis melihat ini ",positive
Luar biasa duo bapak politik U20 ini  ,positive
jangan putus asa  timnas u 20 ,positive
"semangat untuk Timnas u20, walaupun kita batal pildun u20",positive
Tetap Semangat Tim U-20 Indonesia  God bless,negative
Luar biasa duo bapak politik U20 ini  ,positive
Ayo Tim garuda u 20  masarKat mendukungmu demi nkri  ayo tetap semangat  ,positive
"Mengubur kan semangat dan harapan anak bangsa yang bermain sepak bola U 20 di negara nya sendiri,",positive
Betul-betul merugikan negara Indonesia,positive
Mudah2an pak ganjar mersakan kekecewaan nanti di 2024 tidak jadi RI 1 sepe i kekecewaan pemain  u20 yg tidak jadi main di piala dunia,positive
"Dalam sejarah Indonesia, pemuda memiliki peran penting dalam kemerdekaan bangsa ",positive
Ampir separuh rakyat Indonesia yang telah menunggu timnas Indonesia U20 main,positive
"Saya pecinta timnas,tp jangan salahkan pak ganjar",positive
"Mudah2an timnas U-20 masih bisa ikut piala dunia, meskipun tidak di Indonesia ",positive
Sebagai rakyat Indonesia sangat kecewa dan sedih atas batalnya negara kita Bu batal jd tuan rumah ,positive
"Main bola itu damai ada rasa persaudaraan dan spo ifitas itu tujuan dari FIFA bukan embel2 Intimidasi, diskriminasi dan teror heran sekali bangsa ini",positive
Semoga kita bisa balas rasa sakit hati ini pada mereka yang menyebabkan batalnya piala dunia U20,positive
Sebaiknya mrk yg menggagalkan U-20 harus di proses hukum krn secra tdk lngsung sdh merugikan Negara Indo   Harus   !!!,positive
Turut berempati kepada anggota timnas U-20 dan staf pelatih se a pecinta sepakbola Indonesia  Tetap semangat!,positive
"Memang sangat menyakitkan, tapi komitmen bangsa ini jauh lebih mulia dan  tidak boleh digadai!",positive
Indonesia semoga tetap jadi piala dunia karena dampaknya baik untuk anak bangsa terkhusus sepak bola   ,positive
"Dgn gagalnya timnas berlaga di pildun, maka catatan tidak pernah kalah dr timnas brazil & timnas besar lainnya masih bisa dipe ahankan  ",positive
"bukan hanya sekedar masalah politik, tapi ada masalah historis dan masalah kemanusiaan",positive
Sangat menyedihkan sekali melihat Negeri ini menjajah masa depan anak bangsa sendiri  tetap semangat untuk para pemain Timnas U-20 dan Pa Erik Tohir,positive
Trimakasi kpd orang2 yg tlah berhasil menggugurkan cita2 anak bangsa    berbahagialah kalian diatas penderitaan kami para pecinta sepak bola    ,positive
terima kasih kepada FIFA yang telah memberi pelajaran tentang persatuan dalam sepak bola,positive
"Bela negara lain tp menghancurkan generasi anak bangsa,,RIP SEPAKBOLA INDONESIA",positive
Sepakbola indonesia tak henti2nya berduka   karena oknum2 yg punya ambisi dan terlalu banyak ego se a emosional ,positive
Bela bangsa lain PALESTINA   tapi menghancurkan impian SEPAK BOLA anak2 bangsa sendri,positive
"Membela negara lain dengan mengubur mimpi anak negeri  Welcome to Indonesia,",positive
Turut berduka atas kehilangan momen penting untuk negara ini ,positive
